"","x"
"466","@redackelteur Als Alternative gerne hier auf die Kollegen von @Telekom_hilft zugehen. Die helfen auch gerne weiter. ^lr"
"467","MyKIDIO – das Unterhaltungsprogramm der #Telekom für die Familie #MWC15 ^lr https://t.co/HWERopol2L"
"468","@R0BR7 @DSLnachPankow Genau so ist es. In OPAL Gebieten bauen wir entweder FTTH oder FTTC neu auf. ^lr"
"469","@QuizzlesWelt Können wir zusammen mit @Telekom_hilft noch Unterstützung anbieten, damit es keine Probleme gibt? ^lr"
"470","@DoRaStRisn Konnte bereits geholfen werden? Ansonsten kann @Telekom_hilft unterstützen. ^lr"
"471","@Sulphur_42 Schon mit @Telekom_hilft gesprochen, was vor Ort möglich ist? Vielleicht ist Hybrid eine Alternative http://t.co/q9w2opSevG ^lr"
"472","@DannyPhantom84 Das sollte natürlich nicht passieren. Unser Service Team @Telekom_hilft kann hier unterstützen und meldet sich. ^lr"
"473","@RainerDederichs Da hilft @Telekom_hilft gerne weiter und meldet sich. ^lr"
"474","@PelchenLukas Sehr gerne!"
"475","@TeddyTom4u Can our customer-service @telekom_hilft help you? ^lr"
"476","@tschrammen Der Großteil der Kunden kommt mit der Datenmenge aus. Wenn gewünscht kann @Telekom_hilft das noch mal im Detail ansehen. ^lr"
"477","@derwildeknut Auch in diesem Fall kann @Telekom_hilft unterstützen. ^lr"
"478","#Telekom und @SAP arbeiten in der Logistik stärker zusammen http://t.co/3e5zVm2BAE #MWC15 ^lr via @focusonline"
"479","@loredo Das ist nicht unser Vorhaben. Im Blog gehen wir auch darauf ein, was der Kunde für Vorteile hat http://t.co/g2dVpPIHvI ^lr"
"480","@miezekater Auch in Deutschland. Hier gibt es weitere Infos http://t.co/g2dVpPIHvI ^lr"
"481","@lnklmkt Hier kann @Telekom_hilft helfen und meldet sich umgehend. ^lr"
"482","@wagener_bjoern Aktuell gibt es das Whitepaper zu 5G http://t.co/NBjhQWYqc4 und noch keine Tests. ^lr"
"483","@svrseb Danke! Und wenn wir doch noch mal zeigen dürfen, was wir können gerne bei @Telekom_hilft melden. ^lr"
"484","@danielkusber Das sollte sich @Telekom_hilft ansehen. Die Kollegen melden sich. ^lr"
"485","@Chritischer Unser Team von @Telekom_hilft kann gerne mal gucken was los ist und natürlich helfen. ^lr"
"486","#Telekom startet Startup-Programm Challenge Up! mit @intel und @Cisco http://t.co/K3JCr0pqE3 #MWC15 via @hubraumberlin @HubraumKrakow ^lr"
"487","@ichtreffnix Dann hat sich die Geduld doch gelohnt. Viel Spaß mit dem Produkt und schön das Sie bei uns bleiben. ^lr"
"488","@Fleurtje2012 Was ist denn passiert? @Telekom_hilft sollte hier noch mal unterstützen und meldet sich. ^lr"
"489","„Mit #5G entwickeln wir eine gemeinsame Sprache – Kommunikation kennt keine Ländergrenzen“ B. Jacobfeuerborn #Telekom http://t.co/R07t81oqCo"
"490","#Telekom treibt #5G Entwicklung. 5G wird erster weltweiter Kommunikationsstandard für integrierte Netze http://t.co/lzvoBRNYVE #NGMN #MWC15"
"491","Jetzt startet die #NGMN PK mit #Telekom CTO Bruno Jacobfeuerborn zum #5G White Paper. #MWC15 via @NGMN_Alliance ^lr http://t.co/OOS76X2COx"
"492","Was hat der Kunde vom pan-europäischen Netz? #Telekom-Chef Tim #Höttges im #Interview ^lr https://t.co/ZMlMy24LVu"
"493","Blog.#Telekom: Die #Hybrid-Tarife gibt’s jetzt bundesweit! http://t.co/whPInGkf74 ^lr http://t.co/MlPL9Oc8UO"
"494","Blog.#Telekom: Telekom Netze in Europa wachsen zusammen http://t.co/g2dVpPIHvI #MWC15 ^lr http://t.co/XkqgHjmQ4w"
"495","Nemat und Höttges starten das #Telekom Europa-Netz. Bis zu 500 MBit/s werden im Festnetz möglich #MWC15 #PanNet ^lr http://t.co/wr6qQ3Yiuk"
"496","„Kein anderes Unternehmen migriert in Europa zur Zeit mehr Anschlüsse als die #Telekom“ Claudia Nemat beim #MWC15 ^ts http://t.co/s9jKjbJjoj"
"497","„Mit unserem Europa-Netz schaffen wir es den Ton anzugeben und nicht nur der Musik aus den USA und Asien hinterherzulaufen“ #Höttges #MWC15"
"498","#Telekom-Chef #Höttges „Die Zukunft bedeutet teilen. Wir brauchen einen offenen #eSIM Standard.“ #MWC15 ^lr http://t.co/kxmY81n8oE"
"499","#Telekom-PK mit Europa u.Technik Vorstand Claudia Nemat und Telekom-Chef Tim Höttges jetzt Live: http://t.co/d0jk7GafvV #MWC15"
"500","@Kputt you already looked at http://t.co/Cr6govGDur ? Then perhaps our customer service @telekom_hilft can help you.^lr"
"501","@PsychaterNr1 ert? Können wir oder @Telekom_hilft noch etwas an der Meinung ändern? ^lr"
"502","@konstantinklein Da kann doch sicher @Telekom_hilft beraten und meldet sich umgehend. ^lr"
"503","@borchma Das ist das neue Samsung Galaxy S6. Mehr Infos was es alles kann gibt es unter http://t.co/fjwEAWHTxL ^lr"
"504","Noch 30 min bis zur #Telekom Pressekonferenz auf dem #MWC15 Hier geht’s zum Livestream: http://t.co/d0jk7GrQnt ^ts http://t.co/qg87KuABnP"
"505","@jjacob848 Hier gibt es das Samsung S6 edge im Business Tarif http://t.co/6POWfrur14 ^lr"
"506","@joneum Hier kann @Telekom_hilft weiter helfen und meldet sich. ^lr"
"507","MagentaZuhause #Hybrid - Der Internet-Turbo jetzt für 26 Millionen Haushalte in Deutschland verfügbar http://t.co/q9w2oq9Pne #telekom ^lr"
"508","""Ein Netz und ein Produktportfolio ohne Nähte, sind unsere Wettbewerbsstärke."" #Telekom Chef Tim Höttges @ #MWC15 ^ts http://t.co/LFcDUo1snC"
"509","""Teilen ist das neue Haben. Alles was geteilt werden kann, wird geteilt werden. Unser Leitbild treibt uns an“ Tim Höttges @ #MWC15 #Telekom"
"510","#TheNextGalaxy jetzt bei der #Telekom bestellen und pünktlich zum #Launch am 10.4. nach Hause geliefert bekommen: http://t.co/fjwEAWHTxL ^ts"
"511","#TheNextGalaxy #S6 edge im MagentaMobil L mit Top-Handy 199,95€. Jetzt bei #Telekom bestellen http://t.co/fjwEAWHTxL http://t.co/eg6MgGXw7N"
"512","#TheNextGalaxy S6 im MagentaMobil L mit Top-Handy 59,95€. Jetzt bei der #Telekom bestellen http://t.co/fjwEAWHTxL ^ts http://t.co/8W6RG6kyms"
"513","Bis zu 300 MBit/s LTE mit #TheNextGalaxy S6 und S6 edge im besten Netz der #Telekom. Hier bestellen: http://t.co/fjwEAWHTxL #MWC15 ^ts"
"514","Live vom #MWC15 #TheNextGalaxy S6 und S6 edge jetzt bei der #Telekom bestellen: http://t.co/fjwEAWHTxL  ^ts http://t.co/xINY49olOT"
"515","@HyCraftHD Ich hoffe nicht! Was ist denn los - können wir oder @Telekom_hilft helfen? ^lr"
"516","@Ladybvb96 Bereits mit @telekom_hilft gesprochen? Die Kollegen können sich das mal ansehen und melden sich. ^lr"
"517","@DJNick134 Unser Team von @Telekom_hilft kann sich das mal ansehen und meldet sich. ^lr"
"518","@Redaerswen Es sind keine gefälschten Rechnungen? http://t.co/Xy7xJ9Lyf6 Ansonst hilft @telekom_hilft hier weiter. ^lr"
"519","#4K Videos mit der 20-MP-Kamera im neuen #HTC One M9 filmen und mit bis zu 300 MBit/s im besten #Telekom LTE-Netz teilen #onelife ^ts"
"520","Live vom #MWC15 das neue #HTC One M9 ab 31.3. bei der #Telekom erhältlich #onelife ^ts http://t.co/h1FCT5ODpB"
"521","Mit Vectoring kann die #Telekom weitere 5,9 Mio Haushalte mit schnellem #Internet versorgen #ZahlDerWoche ^mk http://t.co/H6sP4io7Ec"
"522","Blog.Telekom: Und was haben die Kunden vom Wachstum der #Telekom? Interview mit Tim Höttges #Video http://t.co/LvcUUheKlj ^ak"
"523","@dustysmily unser Service-Team @Telekom_hilft kann unterstützen und meldet sich. ^mk"
"524","Gleich im Blog.#Telekom: Video-Interview mit Konzernchef Tim Höttges zur Strategie und zur Bilanz 2014. ^ak"
"525","Alle Infos zur Geschäftsjahr 2014 der #Telekom auf unserem Medienportal http://t.co/DD6DCpHn8q ^ak"
"526","#Telekom-Chef Tim Höttges: „Wir bauen die beste Netze! Punkt!“ ^ak"
"527","#Telekom-Chef Höttges: Integrierte Netze auf All-IP Basis und integrierte Angebote für Kunden entscheidend für Wettbewerbsfähigkeit. ^ak"
"528","#Telekom: Bevölkerungsabdeckung des deutschen #LTE-Netzes soll 2018 bei 95 % liegen. ^ak"
"529","#Telekom will in den kommenden Jahren massiv in Netze investieren und so weiter wachsen. ^ak"
"530","USA: Zahl der @TMobile Kunden steigt im 4. Quartal 2014 um 2,1 Mio. auf 55 Mio. #Telekom ^ak"
"531","Mobilfunk: 5,6 Mio. #Telekom-Kunden in Deutschland nutzen #LTE-Gerät und LTE-Tarif. ^ak"
"532","#Telekom verkauft in Deutschland im 4. Quartal 2014 1,5 Mio. #Smartphones. ^ak"
"533","#Telekom: Zahl der glasfaserbasierten Anschlüsse (FTTH u. VDSL) in D steigt 2014 um 66 % auf mehr als 2,5 Mio. ^ak"
"534","#Telekom-Chef Höttges: Wir haben Konzern wieder auf Wachstumskurs gebracht und gehen diesen Weg weiter. ^ak"
"535","#Telekom-Umsatz legt im Gesamtjahr 2014 um 4,2 % auf 62,7 Mrd. EUR zu. ^ak"
"536","@coolmrbean Während des Streams werden Charts eingeblendet, auf denen die wichtigsten Fakten zu sehen sind. ^ak"
"537","Livestream der #Telekom-Pressekonferenz zum Geschäftsjahr 2014 heute ab 10 Uhr unter http://t.co/STRsvIeWS2 ^ak"
"538","Geschäftsjahr 2014: #Telekom erhöht das Wachstumstempo. http://t.co/EDgVkejT7Y^ak"
"539","#Telekom stellt am Donnerstag die Geschäftszahlen 2014 vor. #Livestream ab 10 Uhr verfolgen unter http://t.co/STRsvIeWS2 ^mk"
"540","Christian P. Illek wird neuer Personal-Vorstand der #Telekom zum 1. April 2015 http://t.co/CSgJ9kEj0r ^mk http://t.co/AgBOGNrkAg"
"541","#Telekom ab dem 2. März auf dem #MWC15 in Barcelona erleben. Alle Infos gibt’s im Special: http://t.co/dCScCgz5d6 ^ts http://t.co/6dH1OJvU4n"
"542","@bastiangruber unser Service-Team @Telekom_hilft kann sich das gerne anschauen und meldet sich. ^mk"
"543","#Telekom u @Airbnb gehen Partnerschaft ein. Ab Frühjahr 30€ #Gutschein für Kunden. @cederskog im Interview http://t.co/pt9O9SvQmv #Video ^mk"
"544","@FreeWorldOne ganz ohne brüllen gibt's Unterstützung bei @Telekom_hilft Die Kollegen helfen gerne weiter. ^mk"
"545","@xMimi3 what happended? Maybe our service-team @Telekom_hilft can support. ^mk"
"546","@heinz_gies wenn noch Bedarf besteht, kann gerne unser Service-Team @Telekom_hilft unterstützen. ^mk"
"547","@Zulu186 klingt gut. Wenn sonst noch Fragen sind einfach @Telekom_hilft anschreiben. ^mk"
"548","@Blackbird7100 alle Infos sind auf http://t.co/Cr6govGDur zu finden. Sonst auch mal unter http://t.co/JeblJr4VW4 schauen. ^mk"
"549","@SirTommey viel Spaß mit dem Internet und fröhliches zwitschern :) ^mk"
"550","@Zulu186 schon in Kontakt mit @Telekom_hilft? Die Kollegen können ggf die Kabel sortieren. ^mk"
"551","@naimboraatlay was ist den passiert? Unser Service-Team @Telekom_hilft kann vielleicht weiterhelfen. ^mk"
"552","„Digitale Jobs können eine echte Zukunftsperspektive bieten.“ @GescheJoost im #Interview http://t.co/bFlgmAAk3T #Telekom ^mk"
"553","@oernil bei Bedarf helfen unsere Kollegen von @Telekom_hilft beim entwirren. ^mk"
"554","@nuemax nein, derzeit gibt noch keine konkrete Planung für einen weiteren Termin. ^mk"
"555","Mit myKIDIO bietet #Telekom Familien Hörspiele und #Videos für unterwegs http://t.co/XZNLjpdQU2 ^mk"
"556","@PerryNbg wir bauen kontinuierlich aus. Den aktuellen Stand gibt es unter http://t.co/Cr6govGDur ^mk"
"557","@nERDANZIEHUNG neben anderen SIM Karten hat Telekom auch Gemalto im Einsatz - mit geändertem Algorithmus. Infos: http://t.co/hLnNx91fhy ^mk"
"558","@DannyPhantom84 Willkommen :) Bei Fragen einfach melden. ^mk"
"559","@RomanRura Hilfe gibt's bei unserem Service-Team @telekom_hilft. Die Kollegen melden sich. ^mk"
"560","5,9 Mio weitere Haushalte könnte die #Telekom mit schnellem Internet versorgen http://t.co/WcJH2pa4nA ^mk http://t.co/3QMeP5yhMI"
"561","@fischermichael unter http://t.co/Cr6govGDur gibt es den aktuellen Ausbausstatus. ^mk"
"562","@OfficialAbdi_1 schon bei unserem Service-Team @telekom_hilft nachgefragt? Die Kollegen können schauen wo's hakt. ^mk"
"563","Workshop für Medienvertreter und Blogger: „Das Netz der #Zukunft spricht #IP“ am 4.3 ab 13.30 in München. Anmeldung: ip-workshop@doit.de ^lr"
"564","@MaxHyuuga funktioniert's wieder? Sonst schaut sich das @telekom_hilft mal genauer an. ^mk"
"565","@UnboxingsDE den aktuellen Ausbaustatus gibt's hier: http://t.co/Cr6govGDur ^mk"
"566","@AkiicToDaHead did you already get in touch with our customer-service @telekom_hilft? They can check what's wrong with your internet. ^mk"
"567","@fusselkater auch in Ihrem Bereich gab es eine Störung. Aber bitte nochmal probieren, in der Zwischenzeit sollte es wieder laufen. :) ^kt"
"568","@MalLeSprezza Our customer service @telekom_hilft can help you and will contact you. ^lr"
"569","@sdonnhauser @Telekom_hilft kann sich die Leitung mal ansehen. ^lr"
"570","@Robeasy2 Wenn @Telekom_hilft mal gucken soll, ob noch mehr machbar ist, kurz bescheid geben. ^lr"
"571","@Ramon_V_Victor Da kann unser Team von @Telekom_hilft helfen und meldet sich umgehend. ^lr"
"572","@mickeymaus_jojo Das sollten wir ändern! Konnte @Telekom_hilft noch nicht helfen? ^lr"
"573","@BANGALOREBUNNY What`s up? Can our customer team from @Telekom_hilft help you? ^lr"
"574","@anbru Hier geht es erst mal um die Geschwindigkeit. ^lr"
"575","@ichtreffnix Ganz bald ;) ^lr"
"576","@Martin_Spegel Kann @Telekom_hilft noch etwas daran ändern? ^lr"
"577","@otreords @Telekom-hilft kann gerne mal gucken, ob mehr möglich ist. ^lr"
"578","@ichtreffnix Im Frühjahr wird etwas kommen. Noch ein wenig Geduld. ^lr"
"579","@LarsF8 Was ist los? Wenn @Telekom_hilft oder wir helfen können, kurz melden. ^lr"
"580","@Ulan_ka Gerne kann hier @Telekom_hilft einspringen und ihrer Kollegin helfen. ^lr"
"581","@AnneHirschMZ Wäre mir neu. ^lr"
"582","@Blackbird7100 Nach unserem Plan wird Lage in dem Vorwahl Gebiet großflächig ausgebaut. Die einzelnen Straßen liegen uns noch nicht vor. ^lr"
"583","Blog.#Telekom: #Sharing - Von Werteverfall und innovativem Wirtschaftsfaktor http://t.co/aSdzBN5zkg #tlunch #Video ^lr"
"584","@dom_jack Wir beantragen den Ausbau bei der Bundesnetzagentur und die müssen den Antrag genehmigen. ^lr"
"585","@Michael_C_BVB_ Das sollte so nicht sein. Kann @Telekom_hilft noch etwas tun? ^lr"
"586","@ZangetsuBoy Im Festnetz haben wir keine. ^lr"
"587","@Kunstphrasen Hat es geklappt? @Telekom_hilft guckt mal rum, ob noch mehr drin steckt. ^lr"
"588","@niklas_kwlwski Unser Service-Team von @Telekom_hilft kann sich das ansehen und meldet sich. ^lr"
"589","@Hakan1978 Wir werden weiterhin ausbauen. Unser Ausbauplan http://t.co/Cr6govGDur hat immer den aktuellen Stand. ^lr"
"590","@nicolahinz Das sollte sich @Telekom_hilft mal ansehen und meldet sich. ^lr"
"591","@dom_jack Bis jetzt gibt es noch keine Vectoring Pläne. Immer mal wieder bei http://t.co/Cr6govGDur vorbei gucken. ^lr"
"592","@kleinekaeferin Hier bitte einmal auf die Kollegen zugehen http://t.co/WEyJ1tGLTT ^lr"
"593","@TheGarazar Was ist passiert? Können wir oder @Telekom_hilft helfen? ^lr"
"594","@CarpeTempus_ Soll sich @Telekom_hilft mal die Leitung ansehen und gucken, was möglich ist? ^lr"
"595","@ludwiggustav Gerne hilft hier @Telekom_hilft weiter. Die Kollegen melden sich. ^lr"
"596","@FarmerJ Gerne kann sich @Telekom_hilft das ansehen und beraten. ^lr"
"597","@Blackbird7100 Unseren aktuellen Ausbauplan gibt es hier http://t.co/Cr6govGDur Der Plan wird ständig aktualisiert. ^lr"
"598","@jiule So sollte es nicht sein. Kann @Telekom_hilft hier noch etwas machen, damit die Laune wieder steigt? ^lr"
"599","@mosti1107 Aktuell nicht. Den aktuellen Ausbauplan gibt es unter http://t.co/Cr6govGDur Immer mal wieder vorbei gucken. ^lr"
"600","@NadePvP Alles wieder in Ordnung oder soll @Telekom_hilft noch mal gucken? ^lr"
"601","@FarmerJ Schon bei http://t.co/Cr6govGDur nachgeguckt, ob der Ausbau geplant ist? ^lr"
"602","@FrankB1274 Wir werden weiterhin ausbauen, immer mal wieder vorbei schauen. ^lr"
"603","@dom_jack Dortmund ist laut http://t.co/bYmHaqEPKP schon gut erschlossen. Bereits die Verfügbarkeit geprüft? ^lr"
"604","@Hakan1978 Bereits bei http://t.co/JeblJr4VW4 nachgesehen, was bereits vorhanden ist? ^lr"
"605","@MichaelUlrich78 Wir werden weiterhin ausbauen. Bei http://t.co/Cr6govGDur gibt es immer den aktuellen Stand. ^lr"
"606","@mipesom Our customer service @Telekom_hilft can help you and will contact you. ^lr"
"607","#Telekom ist wertvollste europäische Telekommunikationsmarke http://t.co/1xhe59dxFZ via @archiejp @BrandFinance ^lr http://t.co/UckU3DC22p"
"608","Das wars mit dem Sharing Economy #tlunch Danke an @cederskog, Luise Tremel &amp; @TinaSchwarzer. Mehr asap auf http://t.co/dMd1TK7GFl ^lv"
"609","Beim Teilen darf es einfach nicht nur darum gehen, dass ich alleine für mich immer tollere Statussymbole erlange. Luise Tremel #tlunch ^lv"
"610","Durch einige Sharing Modelle fallen Arbeitsplätze weg und hinterher regen sich alle wieder auf. Luise Tremel #tlunch ^lv"
"611","Wir haben mit @Airbnb keinen Einfluss auf das Hotelgewerbe, wir machen den Kuchen größer @cederskog #tlunch ^lv"
"612","Berlin hat eine Chance bei der Sharing Economy und sollte sie nutzen @TinaSchwarzer auf dem #tlunch ^lv"
"613","Deutschland und Berlin tun sich noch schwer beim Thema Sharing Economy @cederskog #tlunch ^lv"
"614","Das Thema Teilen ist nicht neu, aber jetzt viel einfacher durch digitalen Zugriff @cederskog #tlunch ^lv"
"615","Digitales Teilen ist eine Katastrophe, da Ressourcenverbrauch nicht vermindert wird, sondern verschoben. Luise Tremel beim #tlunch ^lv"
"616","Das #tlunch Ist die Sharing Economy schon am Ende? http://t.co/3ubyL3U6MI geht los mit  @cederskog, Luise Tremel &amp; @TinaSchwarzer ^lv"
"617","Nachher #tlunch in Berlin. Thema: Ist die Sharing Economy schon am Ende? http://t.co/3ubyL3U6MI. Für alle daheim gibts nen Live-Stream ^lv"
"618","@Crusaderstrike Haben unsere Kollegen von @Telekom_hilft schon mal nachgesehen, ob noch mehr möglich ist? ^lr"
"619","@ThorbenB Ab 19 Uhr bei @telekomerleben und ab 20.30 dann auf den privaten Sendern. ^lr"
"620","„Ein Werbespot direkt aus dem #Karneval"" http://t.co/9UXkWsBrqM via @faznet Ab 19 Uhr im TV. ^lr http://t.co/mSse9BgkAM"
"621","@RhlSeb Unser Service-Team @Telekom_hilft kann sich die Leitung ansehen und meldet sich. ^lr"
"622","@theswissgames Das wird in der Tat schwierig. Roamingangebote hätten wir ;) ^lr"
"623","@WoIIe Auch auf dem Land. Auf http://t.co/Cr6govGDur kann man detailliert suchen."
"624","Schneller mit #Vectoring: #Telekom versorgt ab heute weitere 400.000 HH mit bis zu 100 MBit/s http://t.co/Cr6govYelZ http://t.co/cytpNBsPzi"
"625","@Koneco_chan Das freut uns zu hören. Sollte noch Hilfe benötigt werden, steht hier auch @Telekom_hilft parat. ^lr"
"626","@schmarsten @nieschwietz @schlauschlau Danke für das Lob! ^lr"
"627","@endhaltestelle_ Soll @Telekom_hilft noch mal nachsehen, ob mehr machbar ist? ^lr"
"628","@KubinatorLP Bei http://t.co/Cr6govGDur findet sich der aktuelle Ausbauplan. ^lr"
"629","@DieserNicoTwit Schon mit @Telekom_hilft zum Hybrid gesprochen? Die Kollegen können weiterhelfen. ^lr"
"630","@dedetitus Mit @Telekom_hilft bist Du bereits in Kontakt und heute kommt auch ein Techniker. ^lr"
"631","@iPhoneCrackx Bei http://t.co/Cr6govGDur gibt es den aktuellen Ausbaustatus. Wenn @Telekom_hilft noch mal nachsehen soll, kurz melden. ^lr"
"632","@schluns Herzlich Willkommen zurück! Sollte mal Unterstützung benötigt werden, hilft hier @telekom_hilft gerne weiter. ^lr"
"633","@Sulphur_42 Bei http://t.co/Cr6govGDur gibt es den aktuellen Ausbauplan. Vielleicht ist was dabei. ^lr"
"634","@todesberg So sollte es nicht sein. Das guckt sich @Telekom_hilft noch mal an und meldet sich. ^lr"
"635","@WalkerDagmar Alternativ sind hier gerne die Kollegen von @Telekom_hilft zu Stelle und melden sich. ^lr"
"636","@HerrGilbert Soll @Telekom_hilft mal gucken, was bei der Leitung noch möglich ist? ^lr"
"637","@mandysedlacek1 Das sollte nicht sein und sollten wir ändern. @Telekom_hilft meldet sich. ^lr"
"638","@arnehess Wenn @Telekom_hilft bei der Tarifberatung unterstützen kann, kurz melden. ^lr"
"639","@theswissgames Schon bei http://t.co/Cr6govGDur vorbei geguckt? Dort gibt es den aktuellen Ausbaustatus. ^lr"
"640","2014 hat @Lookout geholfen, mehr als 10,7 Mio verlorene/ gestohlene Smartphones zu lokalisieren. #ZahlDerWoche ^lr http://t.co/YgF00W0bvw"
"641","@Luctweetet Warum? Kann @Telekom_hilft hier vielleicht helfen? Die Kollegen melden sich. ^lr"
"642","@16kisland Wir bauen weiterhin aus und investieren ins Netz. Hybrid ist für die Gebiete eine gute Lösung http://t.co/KwHqX93sHX ^lr"
"643","@DaveBoth @Telekom_hilft gibt sein Bestes! Und die Welt da draußen, außerhalb des Internets, ist auch ganz interessant ;) ^lr"
"644","@ihache So ist es nicht. Der Markt in Deutschland ist mit dem in der USA nicht vergleichbar und wird auch anders reguliert. ^lr"
"645","@16kisland Bereits bei http://t.co/Cr6govGDur nachgeschaut wie die Ausbaupläne aussehen? ^lr"
"646","@ShoXCoD Wenn @Telekom_hilft zu einem Neuvertrag beraten soll, einfach bescheid geben. ^lr"
"647","#Telekom Inkubator @hubraumberlin investiert in @flexperto http://t.co/sZxuRksYDE ^lr via @gruenderszene"
"648","@rhys_isterix I hope it too. When you have problems @telekom_hilft can solve it. ^lr"
"649","@fo0obar Andere Alternative wäre zu wechseln, @Telekom_hilft steht dafür gerne parat ;) ^lr"
"650","@mraaronk_jo You already checked http://t.co/Cr6govGDur ? Or @telekom_hilft can look, if you can get a better connection. ^lr"
"651","@hatzel666 @Pwn4Gamers Hier gibt es schon mal Infos zu Hybrid http://t.co/gX080LI4zq Mehr dazu gibt es dann Anfang März. ^lr"
"652","@greenchapter Ja, das finde ich auch. ^lr"
"653","@WeyounIX Es hat uns auch verwundert. Wollten aber noch mal sicher gehen. :) ^lr"
"654","#Telekom erhält „#Oscar“ für gelungene Aktivitäten im #EHealth-Marketing http://t.co/ywrEId7sAT ^lr"
"655","„Content Marketing in Magenta: #Karneval mit der #Telekom“ http://t.co/Ce6HswWyJW via @wuv #Alaaf und #Helau ^lr http://t.co/8bg5f11d0Y"
"656","@pelu2104 interested in a mobile contract? ;) Then our team from @telekom_hilft can help. ^lr"
"657","@WeyounIX So sollte es nicht sein. Was ist genau passiert? Gab es Post von der GEMA? ^lr"
"658","@sellsroom Dankeschön! ^lr"
"659","@_tomatenfisch Das sollte sich @Telekom_hilft mal ansehen. Vielleicht kann man an dem Vertrag noch etwas optimieren. ^lr"
"660","@greenchapter Auch hier haben wir was passendes http://t.co/seaqCrrUYl ;) ^lr"
"661","@pelu2104 Sorry, only our mobile customers can use this offer. ^lr"
"662","@candy__pants Our team from @telekom_hilft will look after it and can solve the problem. ^lr"
"663","@kartoffelkaefer auch Bestandskunden profitieren von der Partnerschaft. ^lr"
"664","#Telekom und @generalelectric bündeln ihre Expertise im Bereich der intelligenten Stromnetze http://t.co/RrQHFtBxM3 #EWorld2015 ^lr"
"665","@x3r086 Das klingt nicht so schön. Bei unseren Kollegen von @Telekom_hilft sind Sie jetzt in den besten Händen. ^lr"
"666","@ChristianUrban Anfang April sollte es kommen. ^lr"
"667","@FatihGD Hier gibt es weitere Infos zum Hybrid Router http://t.co/gX080LI4zq ^lr"
"668","@wahnsinn So schlimm ist das gar nicht und @Telekom_hilft nimmt einem die Angst und steht bereit, wenn Hilfe benötigt wird. ^lr"
"669","@streifenjacke zusammen mit @Telekom_hilft sollten wir die frische Liebe doch retten können. Die Kollegen melden sich zur Versöhnung. ^lr"
"670","#Telekom macht Kinder fit für digitale Medien - Medienparcours geht auf Tournee http://t.co/CODjrY1uNQ #SID2015 ^lr http://t.co/6EKF5thVpY"
"671","@zywaa So soll es auch sein. Viel Spaß damit! ^lr"
"672","@WestHam_Okie Our customer service @telekom_hilft can help you. ^lr"
"673","@sfiksiore @Telekom_hilft hat sich dem ja schon angenommen. Die Kollegen können sicher weiterhelfen. ^lr"
"674","@kevner Wenn unser Service-Team @Telekom_hilft beim passenden Vertrag beraten soll, einfach kurz bescheid geben. ^lr"
"675","@JulianBinder94 Soll sich @Telekom_hilft das noch mal ansehen? Die Kollegen melden sich. ^lr"
"676","@f_einer Ganz unterschiedliche Länder und dadurch auch andere Märkte, Regulierung verschieden etc und daher nicht vergleichbar. ^lr"
"677","@nossipova Ja, es ist ein shared service. Das alle zur gleichen Zeit darauf zugreifen und etwas laden ist aber äußerst gering. ^lr"
"678","@Sascha_Foerster Zum #tlunch wird es wieder einen Livestream geben, dann kann er von überall verfolgt werden. ^lr"
"679","@JuDotz Soll @Telekom_hilft mal nachsehen, ob vielleicht mehr drin steckt? ^lr"
"680","@twiliew Sorry to hear. Our customer-service @Telekom_hilft can help you and will contact you. ^lr"
"681","@VioB77 ein Wechsel beinhaltet immer auch einen neuen Vertrag. Hier kann @Telekom_hilft helfen. ^lr"
"682","@ihache Andere Länder andere wirtschaftliche Voraussetzungen, Regulierung, Gesetze etc. ^lr"
"683","@LironCareto Unser Team von @Telekom_hilft kann gerne gucken, ob mehr möglich ist. ^lr"
"684","@adlerweb Kann unser Service-Team @Telekom_hilft hier vielleicht helfen? ^lr"
"685","@hs_ber Kurzweilige Zugfahrten sind doch nicht das schlechteste. Und das schöne ist, wir werden auch weiterhin ausbauen. ^lr"
"686","@HolgerPr Kann unser Service-Team @Telekom_hilft vielleicht helfen? ^lr"
"687","@jannikbrunke Bereits bei http://t.co/Cr6govGDur nachgesehen? Wir bauen ständig aus und dort gibt es die Ausbaupläne. ^lr"
"688","@WoIstDerAlk Als Alternative auf die Kollegen von @Telekom_hilft zugehen. Die beraten auch gerne von hier. ^lr"
"689","@encore_age Sollte es nicht so laufen, kann hier @Telekom_hilft weiter helfen. ^lr"
"690","@streifenjacke Selbstverständlich - daraus soll doch auch Liebe werden! ;) ^lr"
"691","@FlyeTaubeRF Alles wieder in Ordnung? Sonst hilft hier @Telekom_hilft weiter. ^lr"
"692","@Jannisview Da gibt es definitiv keinen Zusammenhang. @Telekom_hilft kann sich die Leitung mal ansehen, damit es nicht so bleibt. ^lr"
"693","@flecky1982 Das kann ich verstehen. Konnte @Telekom_hilft schon helfen? ^lr"
"694","15 Millionen Deutsche kauften 2014 Lebensmittel im Internet. #ZahlDerWoche #Digitalisierung #Telekom ^lr via @BITKOM http://t.co/RHFjWcheOs"
"695","@StressCasts problems solved? If not @Telekom_hilft can support. ^mk"
"696","@therealcptlucky dann gebe ich ab zu unserem Service-Team @Telekom_hilft Die Kollegen können beraten und was passendes raussuchen. ^mk"
