"","x"
"221","Das Nordlicht @Ina Müller ist ein echtes Multitalent. Mit neuem Album und Tour kommt sie nun zurück. Sei dabei: http://t.co/JzKyohGVXh"
"222","#Kino Experten gefragt: Aus welchem #Film stammt das #Zitat ""Männer und Frauen können nie Freunde sein""?"
"223","Hol' Dir jetzt Deinen Song der Woche und erlebe den vollen Musikgenuss mit der ""Magic Soundbox"". http://t.co/ogyhk3N01l #Plus1Downloads"
"224","#KinoNews: Viel wurde spekuliert, nun ist es offiziell: Es wird Teil 5 von #MissionImpossible geben. Wirst Du Dir den #Film ansehen?"
"225","Wir suchen Bands mit dem Anfangsbuchstaben ""A"". Na, wie viele bekommen wir zusammen? Los geht's: A________. #Quiz"
"226","Sichere Dir jetzt noch Tickets und lass Dich eine Nacht lang von Musik und Lichtern verzaubern: http://t.co/i1EhJqIXWx #CSD #RathausClubbing"
"227","#Donnerstag = #o2Kinotag. #BradleyCooper jagt #RyanGosling im Actiondrama #ThePlaceBeyondThePines
http://t.co/wXcm8yxszh"
"228","Überzeuge Dich, wie gut der Mix aus Volksliedern, Irish Folk und Schlager klingen kann und erlebe #Santiano live: http://t.co/bUKul1NRCj"
"229","Wie würdest Du als Einwohner des Planeten Krypton heißen? http://t.co/qZStakuaYK"
"230","JETZT #exklusive #Tickets für die Preview von #ManOfSteel in #Stuttgart sichern und den Film vor allen anderen sehen: http://t.co/8A6HCFQfXQ"
"231","Anrufe lassen sich nie zurückverfolgen, weil jeder weiß, wie lange es dauert, einen Anruf zu orten. Welche Filmklischees kennst Du noch?"
"232","#Wunschkonzert: Mit welchem Star würdest Du gerne mal einen Tag tauschen und warum?"
"233","Welcher Song von Multitalent #BrunoMars ist Dein Lieblingssong? http://t.co/nH18vBMCDW"
"234","@Illusion_ist_in Hast du die Überraschung auf http://t.co/LKlOYo84HU ausgewählt &amp; eingelöst? (DR)"
"235","#Donnerstag = #o2Kinotag. 
#Heute: futuristisches Abenteuer mit #TomCruise und #MorganFreeman: #Oblivion. http://t.co/aiUMsX0ZrC"
"236","#Wunschkonzert: Stell Dir vor Du könntest für einen Tag in eine #Filmrolle schlüpfen. 
Wen würdest Du spielen?"
"237","Für Dich ist #Pommes nicht nur Fast Food? Gewinne ein #Spiel auf dem #Parkett Deiner Stars und exklusive Logenplätze: http://t.co/Xt7cYflWgN"
"238","@bortx10 Doch, die wird es immer mal wieder geben: http://t.co/jFYufNjnYE (SN)"
"239","Nutze unser Vorteilsprogramm jetzt auch unterwegs. Buche Rabatte und Gutscheine einfach per Handy. #o2Kinotag: http://t.co/jBtZ6xTr3y"
"240","Ein paar Folgen liefen nun schon. Wie findest Du #DragQueen #OliviaJones als #DSDS-Mutti?"
