"","x"
"218","@hluecke Wenn du uns die Bestellnummer per DM schickst und sagst, was fehlt, schauen wir uns das gerne an. Viele Grüße!"
"219","Erholung pur! Mit #REWE Reisen nach #Kreta. http://t.co/49G7nkyMWX http://t.co/Sg6tjZFyEo"
"220","@Zhreyy Wenn du uns einmal per DM deine E-Mail zukommen lässt, melden wir uns diesbezüglich gerne ausführlich bei dir. Viele Grüße!"
"221","Natürliche Qualität mit #REWE #Bio. Jetzt den REWE Bio Baum entdecken und täglich gewinnen:  http://t.co/bSh0cJUtEh http://t.co/CDrC1RXrFT"
"222","@julianheck Schon passiert. Entschuldige."
"223","@julianheck Tut uns sehr leid, dass dies nicht möglich war. Magst du uns per DM deine E-Mail mitteilen sowie den Markt, den das betrifft? VG"
"224","@FrauFee1964 Das tut uns sehr leid. Magst du uns dein Anliegen per DM erläutern und uns deine Bestellnr. zusenden? Wir prüfen das gerne. VG"
"225","@mr_sepp Dein Feedback leiten wir gerne an unseren regionalen Kundenservice weiter. Vielen Dank."
"226","@mr_sepp Nein, uns liegen leider keine Informationen über einen Neubau vor. Viele Grüße, dein REWE Team"
"227","@thiloginkel bitte entschuldige, wenn du mit der Netzabdeckung in unserem Markt nicht zufrieden bist. Wir geben deine Anregung gerne weiter."
"228","@Zugschlus Es tut uns leid, wenn du dich dadurch gestört fühlst. Wir geben deine Kritik gerne weiter."
"229","Tierisch Punkten mit #PAYBACK: Sicher dir jetzt 30fach Punkte beim Kauf von #Sheba Produkten http://t.co/kYsDAgW57q http://t.co/7oTndp0pQZ"
"230","@irocktheweb Bitte sende uns per DM den Browser, die Version, dein Betriebssystem sowie die entsprechende Version. Wir prüfen das gerne.vg"
"231","@correctdesign bitte schicke uns eine DM mit deiner Browserversion, deinem Betriebssystem und einem entsprechenden Screenshot. Vielen Dank"
"232","@FlowinBeatz Gerne!"
"233","@FlowinBeatz Wir leiten das gerne einmal an unsere Technik weiter."
"234","@FlowinBeatz Aus Sicherheitsgründen wird man nach einer bestimmten Zeit ausgeloggt. Hier hilft es, eine Einkaufsliste anzulegen."
"235","@FlowinBeatz Das tut uns sehr leid. Wenn du uns per DM einmal deine Bestellnummer schickst, prüfen wir das gerne. VG"
"236","@FlowinBeatz Besser ist es immer, sich vorher anzumelden. Wir arbeiten aber bereits an dem Problem."
"237","@mschwarz5112 Gerne!"
"238","@ApfelMatthias Leider hat der Markt diese Karten nicht im Sortiment. Wir bitten um dein Verständnis."
"239","@m_ankermueller Gerne!"
"240","@mschwarz5112 Wir haben es aufgenommen. Viele Grüße!"
"241","@masu78 Du kannst am Ende der Bestellung in das Freitextfeld eingeben, dass du keine Ersatzartikel wünschst. Viele Grüße!"
"242","@n3n45power02 Hast du einmal ein konkretes Beispiel hierfür? Am besten mit Bild, dann könnten wir das weiterleiten."
"243","@n3n45power02 Jeder Markt hat unterschiedliche Sortimente. Frag doch am besten direkt vor Ort einmal nach."
"244","@m_ankermueller Am besten eine kurze Mail mit Anliegen und Daten an info@rewe-online.de. Wir leiten das dann entsprechend weiter."
"245","@mschwarz5112 Nenn uns doch einmal deine genaue PLZ. Wir nehmen das dann gerne als Expansionswunsch auf."
"246","@StorkPatrick Es freut uns, dass du damit zufrieden bist! :)"
"247","@philodem Wir leiten dein Anliegen gerne einmal an die entsprechende Abteilung weiter. Lasse uns hierfür doch bitte deine E-Mail zukommen."
"248","@patricklnz Um welche Art von Flaschen handelte es sich denn?"
"249","@Laederlappen Das tut uns leid. Magst du uns dein Anliegen per DM einmal genauer erläutern?"
"250","Perfekter Wochenendsnack. Einfach zubereitet &amp; ein echter Gaumenschmaus. Guten Appetit! #REWE http://t.co/kWxNVhSGI7 http://t.co/EVIs8XxEm0"
"251","@begicarmin Lässt du uns einmal den Markt und deine E-Mail per DM zukommen. Wir leiten das gerne einmal zur Prüfung weiter. Viele Grüße"
"252","@Pressemarketing erledigt"
"253","@AtariFrosch vielen Dank. Unser Kundenservice wird sich so schnell wie möglich mit dir in Verbindung setzen. VG"
"254","@AtariFrosch Du kannst uns deine Anfrage auch gerne an info@rewe-online.de schicken."
"255","#Rückrunde #Bundeliga. Beim Einkauf hilft der #REWE #Lieferservice gerne aus. http://t.co/IMERlsu4ck http://t.co/YJD3iwygR3"
"256","@BegleyChris wir haben dein Anliegen an unseren regionalen Kundenservice weitergeleitet. Dein Wunsch wird dort Realisierbarkeit geprüft. vg"
"257","@BegleyChris Die Märkte haben oft unterschiedliche Sortimente. Wenn du uns einen Markt nennst, leiten wir deinen Wunsch gerne weiter."
"258","@n3n45power02 Gerne! VG"
"259","@AtariFrosch wenn du uns dein konkretes Anliegen mitteilst überprüfen wir gerne, ob wir da was für dich tun können. Vielen Dank"
"260","@n3n45power02 Den Antrag kannst du in deinem REWE Markt ausfüllen &amp; bekommst diese im Anschluss zugesandt und kannst diese nutzen."
"261","@jh_luebeck Wir haben deine Anfrage zur Prüfung an unsere Technik weitergeleitet. Viele Grüße und einen schönen Tag, dein REWE Team."
"262","@gicklbyte Das angefragte Müsli findest du u.U. in ausgewählten stationären Märkten. Am Besten dort vor Ort nachfragen oder anrufen."
"263","@JKlemusch Definitiv. Da hat das Team @rewe_group ein echt cooles Bild rausgesucht. Da wären wir auch gerne einmal mitgefahren;o) #rewe"
"264","@n3n45power02 In welchem Markt sind nicht genug vorhanden? Wie viele hättest du denn kaufen wollen? Wir können gerne einmal nachfragen."
"265","@jh_luebeck schön zu hören, dass du mit unserem Service zufrieden warst. Wir freuen uns auf deine nächste Bestellung."
"266","@_white_noise_ Nun sollte es funktionieren. Viele Grüße und bis später, dein REWE Team."
"267","@M_Breitenstein Bitte entschuldige, wir leiten das gerne weiter. Magst du uns deine E-Mail und den Zeitpunkt deines Einkaufs per DM senden?"
"268","@_white_noise_ Magst du uns die Uhrzeit deines Einkaufs und deine E-Mail per DM schicken? Dann leiten wir das umgehend weiter. VG"
"269","@ideal_shoppen Gerne!"
"270","@ideal_shoppen Dann tut uns das leid. An dieser Stelle hier können wir da leider nichts machen."
"271","@StorkPatrick Solche Anfragen haben wir schon häufiger erhalten und können das verstehen. Wir geben das - wie gesagt - gerne weiter."
"272","@ideal_shoppen Hattet ihr euch denn über unsere Seite dafür beworben?"
"273","@1tanja0 Wir machen das hier nur für REWE und müssen jetzt echt arbeiten ;)"
"274","@StorkPatrick Die Möglichkeit bieten wir leider nicht an. Wir geben das aber gerne einmal weiter. @rewe_group"
"275","@1tanja0 Die Frage ist lieb, dafür haben wir aber leider keine Zeit, sorry!"
"276","@1tanja0 Du kannst gerne bei uns bestellen, aber nicht kostenlos ;)"
"277","@1tanja0 Du meinst, ob unser Account hier echt ist? Wenn das die Frage ist, dann ja! :)"
"278","@niclas796lp Lass sie dir schmecken :) guten Appetit!"
"279","@1tanja0 Wenn du eine Frage hast, kannst du uns diese gerne hier stellen oder uns eine DM zusenden. Viele Grüße, dein REWE Team."
"280","@twototoulouse Ja, die Info haben wir ebenfalls vermerkt und weitergegeben. Vielen Dank."
"281","Noch bis zum 7.Februar bei #REWE Punkte sammeln &amp; gegen #WMF Produkte eintauschen. http://t.co/FQLArvQVmX http://t.co/TyaZ347z1F"
"282","@connynarf Dann lass es dir mal gut schmecken;o) Auch sehr beliebt: http://t.co/wbHZnCR8u2. Viele Grüße &amp; einen schönen Tag, dein REWE Team."
"283","@twototoulouse Gerne teilen wir dir mit, dass wir dein Anliegen trotzdem über die Region an den Markt in Efringen weiterleiten. Danke. LG"
"284","@tinovechta Es tut uns sehr leid, dass dich die Nachfrage stört. Wir geben deine Kritik gerne an unsere Fachabteilung weiter. Viele Grüße"
"285","@TristanVeith Es tut uns sehr leid, dass dir unsere Aktion nicht gefällt, wünschen dir aber trotzdem einen schönen Tag. VG, dein REWE Team."
"286","@twototoulouse Bitte nenne uns doch per DM einmal deine E-Mail Adresse, wir prüfen das sehr gerne http://t.co/jFHClh76SS, dein REWE Team."
"287","@DemonKitty23o7 Gerne!"
"288","Sammelt jetzt 20fach knusprige #PAYBACK Punkte mit Pringles-Produkten. #REWE #Highlight. http://t.co/G9kybXsfoB http://t.co/I6tyPpfp6i"
"289","@FRAAviation Bitte frag konkret in deinem REWE Vity Markt nach, ob er auch an dieser Aktion teilnimmt, so gehst du auf Nummer sicher 2/2."
"290","@NebelNiek Das tut uns leid. Magst du uns per DM erläutern, was du früher besser fandest und was du heute vermisst? Viele Grüße"
"291","@FRAAviation In unseren verschiedenen Marktformen haben wir u.U. unterschiedliche Sortimente &amp; ggf.auch entsprechend abweichende Angebote1/2"
"292","@Videodeutschlan wünschen wir dir auch ;)"
"293","@DemonKitty23o7 gerne leiten wir deinen Expansionswunsch weiter. Bitte teile uns dazu noch deine Postleitzahl per DM mit. Vielen Dank"
"294","@triple_zero In verschiedenen Marktformen (City, Center, Partnerkaufleute) haben wir u.U. unterschiedliche Sortimente &amp; ggf. Angebotspreise."
"295","@aCoerper_Mainz Wenn du uns dort dein Anliegen schilderst helfen wir dir gerne weiter und lösen dein Problem. Viele Grüße. 2/2"
"296","@aCoerper_Mainz Es tut uns sehr leid, dass du nicht zufrieden warst. Du erreichst unter 0221-17739777 oder info@rewe-online.de. 1/2"
"297","Ähnlich nahrhaft. Schmeckt aber besser. http://t.co/EUx36VjDvO #IBES #BesserLeben http://t.co/ODpVz8LWWY"
"298","@DasLicke Dabei handelt es sich um den Verkauf von belegten Brötchen, Obstsalat, Salaten, Sushi, Backwaren und Kaffee zum Mitnehmen."
"299","@IsaIgel Wir begeben uns auf die Pirsch und melden uns wenn etwas in Erfahrung bringen konnten #Schnitzeljagd #tomaten"
"300","@camicatze danke für deine Nachricht. Unser regionaler Kundenservice wird sich über die Mail Adresse mit dir in Verbindung setzen. VG"
"301","@LowBrainSpace Du kannst uns glauben,REWE Mitarbeiter verstehen eine Menge Spaß,sonst würden wir hier nicht arbeiten;o)Dir einen schönen Tag"
"302","@fake_a_lie Der Lieferdienst für Dresden ist auf jeden Fall in Planung, einen genauen Termin können wir dir aber leider noch nicht nennen."
"303","@Nocturnus667 Uns liegt noch kein konkreter Termin vor, bitte hab noch ein wenig Geduld. Nutze doch bis dahin die Märkte in Bad Kreuznach."
"304","@IsaIgel Wenn du uns sagst, in welchem Markt du diese Nummer gefunden hast, beteiligen wir uns sehr gerne an der #Schnitzeljagd #tomaten"
"305","@MasterOtenko Vielleicht gibt es ja bald eine 1 Meter Cola Limited Edition, @CocaCola? ;o)"
"306","@MacGoever wenn du noch nett wärst,uns deine E-Mail per DM zu nennen, kann sich unser regionaler Kundenservice mit dir in Verbindung setzen."
"307","@MacGoever Klasse!! Besten Dank und einen schönen Tag."
"308","@violamichelle_ Das klingt doch richtig gut. Dir weiterhin viel Spaß und natürlich auch viel Erfolg in und mit deiner Ausbildung."
"309","@MacGoever Kannst du uns noch sagen in welcher Region du eingekauft hast? Ort und/oder Postleitzahl? Besten Dank und bis später."
"310","@philodem bitte sende und eine DM und lass uns wissen was genau passiert ist, damit wir uns um dein Anliegen kümmern können. Danke und VG"
"311","@philodem bitte nenne uns in einer DM den genauen Markt und deine Kontaktdaten, damit wir uns um dein Anliegen kümmern können. Danke"
"312","@BjoernHellmark bitte nenne uns einmal den genauen Markt und den gewünschten Artikel per DM, wir kümmern uns dann gerne. Danke."
"313","@MellovesCR Besten Dank für dein Lob, dafür sind wir schließlich da;o) Einen schönen Abend."
"314","@MellovesCR Danke, wir tun unser Bestes. Pfand zu erheben wäre natürlich auch eine Möglichkeit. Wir werden sehen, was wir tun können. VG"
"315","@1974rockstar Wenn du begeistert bist sind wir es auch! Viel Spaß mit deinem Einkauf und bis zur nächsten Bestellung, dein REWE Team."
"316","@engelrico Gerne. Unser Kundenservice wird sich per Mail mit dir in Verbindung setzen. Vielen Dank für dein Verständnis. VG"
"317","@MellovesCR Der Hinweis ""pfandfrei"" klingt gut, wir leiten dass einmal entsprechend weiter. Einen schönen Abend, dein REWE Team."
"318","@VibesbiId Wir haben dein Wunschliefergebiet entsprechend zur Prüfung weitergeleitet. VG und einen schönen Abend, dein REWE Team."
"319","@airatwork Vielen Dank für deine Antwort. Magst du uns per DM noch deine E-Mail mitteilen? Dann geben wir das gerne weiter."
"320","@EinfachBens Am selben Tag funktioniert dies leider nicht. Du kannst aber ein für dich passendes Lieferzeitfenster online auswählen. VG"
"321","@engelrico Magst du uns per DM deine Bestellnummer mitteilen? Dann lassen wir das gerne prüfen. VG"
"322","@engelrico Das tut uns leid. Solange das Pfandsymbol auf den Flaschen ist, sind unsere Fahrer dazu angehalten, diese mitzunehmen."
"323","@Videodeutschlan Vielen Dank :) wir wünschen auch einen schönen Abend!"
"324","@offenbeach Tut uns leid, dies war ein Darstellungsfehler, der bereits behoben wurde. Leider gibt es die Cola nur in gewohnter Ausführung ;)"
"325","@uwe_schraepler Das tut uns sehr leid, wir hätten dies gerne weitergeleitet und prüfen lassen."
"326","@MellovesCR Wenn es sich um eine PET Flasche ohne Symbol handelt, gehört die Flasche in die gelbe Tonne, ansonsten gäbe es ein Pfandsymbol."
"327","@EinfachBens Die könnten wir dir tatsächlich ersparen: Für dein PLZ-Gebiet bieten wir den Lieferservice an :) viel Spaß beim Onlineeinkauf!"
"328","@Bayaman Zum jetzigen Zeitpunkt ist das leider nicht bekannt. Über unseren Newsletter informieren wir dich gerne rechtzeitig darüber."
"329","@Amchanagi Das tut uns leid! Magst du uns per DM einmal die Adresse des Marktes und deine E-Mail schicken? Wir geben die Info gerne weiter."
"330","@eagle3030 Die Grüße leiten wir gerne weiter. Lieben Gruß zurück und einen schönen Tag, dein REWE Team"
"331","@bentropie Das tut uns leid. Hast du vorher deine PLZ eingegeben und einen Markt oder Lieferservice ausgewählt? Dann müsste es klappen. VG"
"332","@theR3m Tut uns leid, dies war ein Darstellungsfehler, der bereits behoben wurde. Leider gibt es die Cola nur in gewohnter Ausführung ;)"
"333","@MasterOtenko Tut uns leid, dies war ein Darstellungsfehler. Leider gibt es die Cola nur in gewohnter Ausführung ;)"
"334","@PhilippDominik Sorry, dies war ein Darstellungsfehler, der bereits behoben wurde. Leider gibt es die Cola nur in gewohnter Ausführung ;)"
"335","@MrKingfrog Tut uns leid, dies war ein Darstellungsfehler, der bereits behoben wurde. Leider gibt es die Cola nur in gewohnter Ausführung ;)"
"336","@urkel4 Gerne. Das leiten wir so weiter und hoffen, deinem Wunsch nachgehen zu können. VG"
"337","@henrikMSL Vielen Dank. Wir freuen uns, dass dir unser Service gefällt :)"
"338","@Trapzak Besten Dank für deinen Hinweis, wir haben dies einmal weitergeleitet."
"339","@VibesbiId Kannst uns gerne deine PLZ zusenden. Wir geben deinen Wunsch dann sehr gerne an die zuständige Abteilung weiter. VG"
"340","@dasyeti Für Gags sind wir immer zu haben;o) Viel Spaß bei deinem nächsten Einkauf und einen entspannten Tag, dein REWE Team."
"341","@justah Und danke für dein Lob! :)"
"342","@justah Vielen Dank für deinen Hinweis. Magst du uns den entsprechenden Markt und deine E-Mail hierzu in einer DM nennen? VG"
"343","@runstormy Vielen Dank für dein Lob. Tut uns sehr leid, dass dich die Nachfrage stört. Dein Feedback geben wir gerne weiter. VG"
"344","@itsilija Bitte wende dich unter 0221-149 8169 oder rewe_jobs@rewe-group.com direkt an unser Bewerbermanagement. Vielen Dank!"
"345","@chippyonline Wenn du uns Markt und Zeitpunkt deines Einkaufs nennst leiten wir das sehr gerne weiter. Viele Grüße und einen schönen Tag."
"346","@AkpinarBsra Da fragen wir gerne nach. Bis dahin kannst du dich gerne auf http://t.co/1BGxX08ijD informieren oder den Newsletter abonnieren."
"347","@lino Wenn du uns mitteilst, in welchem unserer Märkte die Obst- und Gemüseabteilung so leer waren, leiten wir das gerne weiter."
"348","@dasyeti Wenn du uns mitteilst, in welchem unserer Märkte die Regale so leer waren, leiten wir das gerne weiter. In welchem Markt war das?"
"349","@gagaship Wenn du ein tolles REWE Gedicht schreibst bestimmt!"
"350","@Muffelsatire Das Akronym steht für „Revisionsverband der Westkauf-Genossenschaften"". Weitere Infos findest du unter: http://t.co/220dCdrWAO"
"351","Millionäre gesucht! Mit #REWE und #PAYBACK bis 01.03. 15 mal 1 Million Extra-Punkte gewinnen: http://t.co/8l5mNFN1e1
http://t.co/LJUDlLMjyG"
"352","@uwe_schraepler Gerne kannst du uns per DM Markt und Uhrzeit deines Einkaufs sowie deine E-Mail Adresse mitteilen. Wir prüfen dies umgehend."
"353","@Videodeutschlan Wir hoffen, du hattest ebenfalls einen schönen Sonntag. Unser war ruhig und entspannt. Dir einen guten Wochenstart."
"354","@EinfachBens In einigen Gebieten gibt es schon den Lieferservice. Schick uns deine PLZ und wir schauen, ob wir dir die Kälte ersparen können"
"355","Das passende Essen für den perfekten Dschungel TV-Abend. Die Zutaten dafür gibt's hier: https://t.co/hLusZgZd6v #IBES http://t.co/IQcJBk9tOX"
"356","Liebe Maren. Eine Buchstaben-Suppe zur Vorbereitung wäre vielleicht hilfreich gewesen. #ibes"
"357","@BJDavidse Wenn du uns einmal den entsprechenden Markt per DM zukommen lässt, leiten wir das gerne weiter."
"358","Lust auf #Karibik pur? Jetzt mit #REWE Reisen den nächsten #Traumurlaub buchen. http://t.co/KDTyDrvEv2 #Kreuzfahrt http://t.co/dolErMIFa9"
"359","@mqua Bitte entschuldige die Unannehmlichkeiten. Unser Kundenservice hat sich bereits mit dir in Verbindung gesetzt. VG"
"360","Schlemmen wie ein #Weltmeister: Beim #REWE #DFB Kochtraining mit #HolgerStromberg http://t.co/VYlLVuQ2Eq http://t.co/jH35piRO58"
"361","@KumpelAnton1 Das tut uns sehr leid. Wenn du uns per DM einmal deine E-Mail Adresse schickst, schauen wir direkt einmal nach."
"362","@Benne7688 bitte teile uns dein genaues Anliegen und deine E-Mail per DM mit. Wir leiten deine Beschwerde dann gerne intern weiter."
"363","@schndmaul Das klingt verlockend. Vielleicht versteckt sich ja noch jemand hinter der Käsetheke ;)"
"364","@KumpelAnton1 gerne leiten wir dein Anliegen nochmals weiter. Solltest du noch weitere Fragen haben, kannst du dich gerne melden. VG"
"365","@FlorianSchmiedl Das tut uns leid. Magst du uns den Markt und deine E-Mail per DM schicken? Dann leiten wir das gerne weiter."
"366","@bierko danke für deine Antwort, wir haben dein Anliegen intern weitergeleitet. Unsere Kollegen werden sich mit dir in Verbindung setzen. VG"
"367","@sinafete Schön, dass unser Ansatz, nach Möglichkeit auf Plastikverpackungen zu verzichten, deine Zustimmung findet. LG"
"368","@LinaMallon Das hören wir gerne! Da hilft wohl nur eins: Immer wieder bestellen ;-) Wir drücken dir die Daumen für's nächste Mal! :-)"
"369","@planet__express danke für deine Antwort. Wir haben dein Aniegen an unseren Kundenservice weitergeleitet, dieser meldet sich bei dir. VG"
"370","@panogreco bitte schicke uns eine DM mit deiner E-Mail und der entsprechenden Bestellnr. Unser Kundenservice meldet sich dann bei dir."
"371","@panogreco Gerne kannst du uns per PN den Markt nennen indem du dies festgestellt hast, wir prüfen dies sehr gerne nach.VG"
"372","#Leben und #sparen bei den 1 Euro Wochen bei #REWE und beim #REWELieferservice http://t.co/k5wUg0pbRe http://t.co/yohdV9t60N"
"373","@whats_abt Sehr gerne!"
"374","@Fabi1611 bitte schicke uns eine DM mit deiner EMail Adresse, damit sich unser Kundenservice mit dir in Verbindung setzen kann. Vielen Dank"
"375","@whats_abt wir haben dein Anliegen an unseren regionalen Kundenservice weitergeleitet. Dieser wird sich so schnell wie möglich melden. VG"
"376","@w_essen der von dir nachgefragte Artikel ist nur leider vereinzelt in den Regionen Ost und West gelistet. Viele Grüße, dein REWE Team"
"377","@kingkarsten gerne leiten wir deinen Expansionswunsch weiter, damit du zu Weihnachten nicht mehr zum Einkaufen raus musst. Viele Grüße"
"378","@stefanklix gerne leiten wir deinen Expansionswunsch weiter, und melden uns bei dir, wenn ein konkreter Termin vorliegt. VG"
"379","@whats_abt bitte schicke uns eine DM mit deiner EMail und dem Markt, wo du sie gefunden hast. Wir leiten das dann gerne für dich weiter, VG"
"380","@mittekid wir haben dir ja bereits auf FB zu deinem Anliegen geantwortet. Solltest du darüber noch Fragen haben, bitte melde dich bei uns,VG"
"381","@mittekid wenn du uns deinen Facebook Alias mitteilst, können wir das gerne für dich prüfen. VG"
"382","@mittekid Wie gesagt, wir fragen da gerne einmal nach, wenn du uns die Bestellnummer per DM zukommen lässt."
"383","@kuehn63 Bitte informiere dich hierzu über http://t.co/1BGxX08ijD, abonniere unseren Newsletter oder achte auf die regionalen Angebote.vg"
"384","@Valentin_Marcus Gerne leiten wir dies weiter. Magst du uns weitere Informationen dazu liefern? Gerne per CM oder info@rewe-online.de?VG"
"385","@m_wachholz Informationen über http://t.co/1BGxX08ijD oder mit konkreten Fragen eine E-Mail an info@rewe-online.de. Dir einen schönen Tag,vG"
"386","@schaeuffelchen Und wünscht dir einen schönen und erfolgreichen Tag, wirklich verrückt, diese Welt ;o)"
"387","@mittekid Wenn du uns per DM einmal die Bestellnummer nennst, schauen wir uns das gerne einmal an."
"388","@PLANETSAFER Wenn du uns per PN den Markt mitteilst können wir dies gerne weiterleiten und prüfen lassen. Wir freuen uns auf deine Nachricht"
"389","@PLANETSAFER Der Pfandbon kann nur in dem REWE Markt eingelöst werden, indem du das Pfand auch abgegeben hast. Viele Grüße, dein REWE Team."
"390","@CityTaxiBerlin Wir schauen, was wir dort machen können :) versprechen können wir leider nichts. VG und einen schönen Tag!"
"391","@udowegener Wir arbeiten bereits daran und werden dies berücksichtigen. Natürlich möchten wir unseren Service kontinuierlich verbessern. VG"
"392","@CityTaxiBerlin Vielen Dank! Wir haben dein Anliegen weitergeleitet. Unser regionale Kundenservice wird sich mit dir in Verbindung setzen."
"393","@CityTaxiBerlin Wir würden euer Anliegen gerne weiterleiten. Bitte schicke uns doch zur Kontaktaufnahme deine E-Mail Adresse per DM zu. VG"
"394","@Weltregierung Tut uns leid, dass du mit dem Sortiment nicht zufrieden bist. Magst du uns den Markt und deine E-Mail per DM schicken? VG"
"395","@froschmann1968 Vielen Dank für deinen Hinweis. Den leiten wir gerne entsprechend weiter. VG, dein REWE Team"
"396","Winterzeit ist Kohlzeit: Diese Woche empfehlen wir unser leckeres Kohl-Hackt-Topf #Rezept. http://t.co/zW1Rko6tvt http://t.co/xDCPhiLTUz"
"397","@ShNickyy Sehr gerne!"
"398","@1sa3ella Magst du uns per DM einmal deine PLZ schicken? Dann geben wir deinen Wunsch gerne weiter :) VG, dein REWE Team"
"399","@ShNickyy Jetzt :) zur Einlösung des Gutscheins reicht es dem Fahrer den Barcode mitzuteilen. Dieser wird den Code manuell eintragen. VG"
"400","@shwubble Vielen Dank für den Hinweis. Wir arbeiten bereits an einer Lösung. Schau mal auf http://t.co/aI1r2ktF1s, da sollte es klappen. VG"
"401","@udowegener Vielen Dank für dein Feedback. Wir würden uns gern per Mail bei dir melden. Magst du uns dazu deine E-Mail per DM mitteilen? VG"
"402","@ShNickyy Ja, wenn du uns die Bestellnr. per DM schickst, geben wir das gerne weiter. Ansonsten besteht die Möglichkeit beim nächsten Mal :)"
"403","@BienchenmamaBee Vielen Dank für dein Lob. Das freut uns sehr :) wir wünschen dir einen tollen Tag! Dein REWE Team"
"404","@dunkelundlicht Wenn du uns per DM deine E-Mail Adresse mitteilst, informieren wir dich gerne genauer über unseren Lieferservice. VG"
"405","@JoSchenck Sehr gerne :)"
"406","@BjoernHellmark Tut uns leid. Der Kundenservice hat sich soeben via E-Mail mit dir in Verbindung gesetzt. VG"
"407","@HAMBURGonline Bitte schicke uns deine Kontaktdaten per DN zu damit wir dich persönlich kontaktieren können. Viele Grüße und bis später."
"408","Wir empfehlen: Erfrischendes Mundwasser nach exotischen Speisen. http://t.co/T291SrVljR  #IBES #BesserLeben http://t.co/9W43o6Ilc3"
"409","Wenn mal was daneben geht... http://t.co/huwYDq4c4q #IBES http://t.co/ZsyfbFncID"
"410","@BjoernHellmark Wenn du uns per DM einmal deine E-Mail Adresse zukommen lässt, erklären wir dir das gerne genauer."
"411","@airatwork Das tut uns sehr leid. Gerne prüfen wir dies für dich. Wo hast du die Artikel denn erworben?"
"412","@w_essen Wir fragen gerne einmal nach und melden uns bei dir, sobald wir eine Rückmeldung erhalten haben. VG und einen tollen Tag!"
"413","@KumpelAnton1 Das ist zurückzuführen auf zahlreiche Umfragen, die regelmäßig durchgeführt werden. Bitte entschuldige die Nachfragen. VG"
"414","@KumpelAnton1 Tut uns leid, dass dich die Nachfrage stört. Dies wird von der Mehrheit der Kunden gewünscht. Wir bitten um Verständnis. VG"
"415","@RGranadosRuiz Es freut uns sehr, dass dir unser Service gefällt und wünschen dir einen schönen Tag. VG, dein REWE Team"
"416","@JoSchenck Vielen Dank :) Gerne geben wir das so weiter. Lieben Gruß, dein REWE Team"
"417","@urkel4 Sehr gerne!"
"418","@w_essen Gibt es einen speziellen Markt, in dem du den Artikel gerne kaufen möchtest?"
"419","@urkel4 Ab nächster Woche wird es für dein Liefergebiet Kroketten zu bestellen geben :) VG und einen schönen Tag! Dein REWE Team"
"420","@ThLuedemann Wenn du uns per DM deine PLZ schicken magst, geben wir deinen Expansionswunsch gerne weiter, falls nicht schon vorhanden :)"
"421","@ThLuedemann Aktuell ist dieser in vielen Ballungszentren vertreten. Unsere Liefergebiete versuchen wir stets zu erweitern."
"422","@juliahama Bitte entschuldige, wir müssen hier leider um dein Verständnis bitten, können dein Anliegen aber verstehen und geben dies weiter."
"423","@w_essen Gerne möchten wir das für dich prüfen. In welchem Markt hast du den Drink denn gesehen? Viele Grüße, dein REWE Team"
"424","@dunkelundlicht Wenn du uns per DM deine PLZ mitteilen magst, prüfen wir gerne, ob wir dir dies in deinem Gebiet anbieten können. VG"
"425","@dunkelundlicht Auf http://t.co/1BGxX08ijD kannst du dir deinen Einkauf online zusammenstellen und zu einer ausgewählten Zeit liefern lassen"
"426","@schnieselwiesel Gerne! Wir wünschen dir viel Spaß damit und einen schönen Tag, dein REWE Team"
"427","@ShNickyy Wenn du uns deine Bestellnummer nennen würdest, machen wir das gerne ;) viele Grüße und einen schönen Tag für dich, dein REWE Team"
"428","@ll_check Vielen Dank, das freut uns sehr! Viele Grüße und einen tollen Tag, euer REWE Team"
"429","@JoSchenck Entschuldige, magst du uns noch die Adresse des Marktes zukommen lassen? In Kriftel gibt es ja mehrere :) Viele Grüße"
"430","@JoSchenck Vielen Dank trotzdem. Wir geben dein Feedback gerne weiter. VG und einen schönen Tag :) dein REWE Team"
"431","@ProHT Tut uns sehr leid, dass dich unser Service enttäuscht. Wenn du uns per DM deine Bestellnummer schickst, prüfen wir das gerne. VG"
"432","@MatthiasB1963 Vielen Dank für dein Feedback. Magst du uns per DM deine E-Mail Adresse und den Markt mitteilen, um den es geht? VG"
"433","@Karin_Reger Das tut uns sehr leid zu lesen. Magst du uns per DM schreiben, was genau vorgefallen ist? Wir geben das dann gerne weiter. VG"
"434","@RedCherryPepper erledigt"
"435","@msslovi0 Vielen Dank. Wir geben die Info gerne weiter. LG und einen schönen Tag, dein REWE Team"
"436","@juliahama Es tut uns leid, dass dies aufgrund von Platzgründen im Lieferfahrzeug nicht möglich ist. Wir bitten um dein Verständnis. VG"
"437","@RedCherryPepper Würdest du uns bitte einmal den entsprechenden Markt und deine E-Mail per DM zukommen lassen? Wir leiten das dann weiter."
"438","@Dimnez Gerne!"
"439","@jo_hannes_beere Wir warten ab wie er sich schlägt und welche kulinarischen Fertigkeiten er noch an den Tag legt, man weiß ja nie ;o)"
"440","@albohlabs danke für den Screenshot! Wir leiten das gerne einmal weiter."
"441","@Dimnez Vielen Dank für die E-Mail Adresse. Unser Kundendienst meldet sich direkt per E-Mail bei dir. Viele Grüße, dein REWE Team."
"442","@albohlabs Also wir haben uns das mal angeschaut und bei uns tritt kein Problem auf. Geht es denn bei dir wieder?"
